OBJECTID *,Shape *,Field1,index,DT_UTC_ts,mag,lat,lon,source,time_diff,duplicate,geometry
23894,Point,00:00.0,23909,32:44.4,1.3,55.9824,-120.6227,nrcan,982.595,0,POINT (-120.6227 55.9824)
23895,Point,00:00.0,23910,48:50.8,1.7,55.98,-120.6232,nrcan,966.39,0,POINT (-120.6232 55.98)
23896,Point,00:00.0,23911,12:16.8,0.2,55.9832,-120.625,nrcan,33806.028,0,POINT (-120.625 55.9832)
23897,Point,00:00.0,23912,12:32.6,1.8,55.9798,-120.6237,nrcan,15.806,0,POINT (-120.6237 55.9798)
23898,Point,00:00.0,23913,30:13.4,-0.1,56.0487,-120.8039,nrcan,1060.758,0,POINT (-120.8039 56.0487)
23899,Point,00:00.0,23914,51:30.0,2,55.9821,-120.6231,nrcan,1276.632,0,POINT (-120.6231 55.9821)
23900,Point,00:00.0,23915,05:05.9,1.8,55.9808,-120.6218,nrcan,47615.871,0,POINT (-120.6218 55.9808)
23901,Point,00:00.0,23916,18:37.2,0.4,55.9749,-120.6309,nrcan,11611.328,0,POINT (-120.6309 55.9749)
23902,Point,00:00.0,23917,37:45.1,0.5,56.0458,-120.7824,nrcan,8347.854,0,POINT (-120.7824 56.0458)
23903,Point,00:00.0,23918,07:08.4,1.3,55.9738,-120.6309,nrcan,12563.296,0,POINT (-120.6309 55.9738)
23905,Point,00:00.0,23920,31:55.9,0.2,56.0088,-120.656,nrcan,7930.709,0,POINT (-120.656 56.0088)
23906,Point,00:00.0,23921,39:48.5,0.4,56.0086,-120.6639,nrcan,472.618,0,POINT (-120.6639 56.0086)
23907,Point,00:00.0,23922,17:19.8,1.5,55.973,-120.6314,nrcan,13051.271,0,POINT (-120.6314 55.973)
23908,Point,00:00.0,23923,15:12.6,0.7,55.9819,-120.6283,nrcan,10672.788,0,POINT (-120.6283 55.9819)
23909,Point,00:00.0,23924,40:15.8,1.1,55.9814,-120.6274,nrcan,1503.157,0,POINT (-120.6274 55.9814)
23910,Point,00:00.0,23925,20:29.9,2,55.982,-120.6292,nrcan,2414.179,0,POINT (-120.6292 55.982)
23911,Point,00:00.0,23926,00:44.0,1.2,55.9809,-120.6293,nrcan,2414.038,0,POINT (-120.6293 55.9809)
23912,Point,00:00.0,23927,12:33.2,1.7,55.9725,-120.6324,nrcan,4309.237,0,POINT (-120.6324 55.9725)
23913,Point,00:00.0,23928,13:57.0,0.6,55.9801,-120.6307,nrcan,21683.746,0,POINT (-120.6307 55.9801)
23914,Point,00:00.0,23929,41:31.5,0.5,55.9804,-120.6293,nrcan,1654.514,0,POINT (-120.6293 55.9804)
23915,Point,00:00.0,23930,22:24.5,0.7,56.0081,-120.6621,nrcan,9652.976,0,POINT (-120.6621 56.0081)
23916,Point,00:00.0,23931,24:35.5,0.1,56.0067,-120.656,nrcan,131.024,0,POINT (-120.656 56.0067)
23917,Point,00:00.0,23932,58:46.1,1.7,55.9809,-120.6293,nrcan,12850.588,0,POINT (-120.6293 55.9809)
23918,Point,00:00.0,23933,57:23.9,0.5,56.0219,-120.7062,nrcan,7117.806,0,POINT (-120.7062 56.0219)
23919,Point,00:00.0,23934,11:57.4,1.5,55.9804,-120.6283,nrcan,18873.523,0,POINT (-120.6283 55.9804)
23920,Point,00:00.0,23935,02:39.7,1.6,55.9809,-120.6311,nrcan,17442.303,0,POINT (-120.6311 55.9809)
23921,Point,00:00.0,23936,07:34.6,0.7,56.0187,-120.6777,nrcan,29094.917,0,POINT (-120.6777 56.0187)
23922,Point,00:00.0,23937,16:23.7,2,55.9809,-120.6302,nrcan,529.069,0,POINT (-120.6302 55.9809)
23923,Point,00:00.0,23938,42:18.7,0.4,55.9841,-120.631,nrcan,1555.062,0,POINT (-120.631 55.9841)
23924,Point,00:00.0,23939,04:31.2,0.3,55.9783,-120.6322,nrcan,1332.45,0,POINT (-120.6322 55.9783)
23925,Point,00:00.0,23940,58:00.4,-0.1,55.9787,-120.597,nrcan,3209.172,0,POINT (-120.597 55.9787)
23926,Point,00:00.0,23941,10:37.9,0.6,56.0186,-120.7143,nrcan,4357.504,0,POINT (-120.7143 56.0186)
23927,Point,00:00.0,23942,12:32.5,-0.1,55.9702,-120.5401,nrcan,114.64,0,POINT (-120.5401 55.9702)
23928,Point,00:00.0,23943,27:02.4,0.2,55.9874,-120.6267,nrcan,869.878,0,POINT (-120.6267 55.9874)
23929,Point,00:00.0,23944,54:31.1,1.4,55.9846,-120.6348,nrcan,19648.692,0,POINT (-120.6348 55.9846)
23930,Point,00:00.0,23945,06:43.1,1.8,56.7853,-122.1002,nrcan,732.02,0,POINT (-122.1002 56.7853)
23931,Point,00:00.0,23946,50:49.4,0.6,55.9841,-120.6338,nrcan,2646.287,0,POINT (-120.6338 55.9841)
23932,Point,00:00.0,23947,41:36.2,0.3,55.9833,-120.6343,nrcan,31846.818,0,POINT (-120.6343 55.9833)
23933,Point,00:00.0,23948,43:18.7,0.3,55.9865,-120.6324,nrcan,102.494,0,POINT (-120.6324 55.9865)
23934,Point,00:00.0,23949,57:12.5,1.1,55.9833,-120.6306,nrcan,833.792,0,POINT (-120.6306 55.9833)
23935,Point,00:00.0,23950,59:34.9,1.5,55.9841,-120.6329,nrcan,142.443,0,POINT (-120.6329 55.9841)
23936,Point,00:00.0,23951,56:33.6,0.2,55.9859,-120.6333,nrcan,17818.706,0,POINT (-120.6333 55.9859)
23937,Point,00:00.0,23952,23:16.8,1.1,55.9836,-120.6329,nrcan,19603.117,0,POINT (-120.6329 55.9836)
23938,Point,00:00.0,23953,19:37.5,1.3,55.983,-120.6329,nrcan,3380.773,0,POINT (-120.6329 55.983)
23939,Point,00:00.0,23954,37:11.3,1.5,55.9841,-120.6348,nrcan,1053.742,0,POINT (-120.6348 55.9841)
23940,Point,00:00.0,23955,35:11.7,0.2,55.9874,-120.6229,nrcan,3480.452,0,POINT (-120.6229 55.9874)
23941,Point,00:00.0,23956,50:22.4,0.8,55.9841,-120.6292,nrcan,4510.7,0,POINT (-120.6292 55.9841)
23942,Point,00:00.0,23957,34:48.9,1.8,56.0145,-120.6741,nrcan,2666.447,0,POINT (-120.6741 56.0145)
23943,Point,00:00.0,23958,42:37.0,0.8,56.0172,-120.6768,nrcan,468.162,0,POINT (-120.6768 56.0172)
23944,Point,00:00.0,23959,54:42.6,1.8,56.9594,-122.1751,nrcan,725.612,0,POINT (-122.1751 56.9594)
23945,Point,00:00.0,23960,59:00.7,1.3,56.9621,-122.1422,nrcan,258.052,0,POINT (-122.1422 56.9621)
23946,Point,00:00.0,23961,54:11.1,0.5,56.0176,-120.6739,nrcan,3310.374,0,POINT (-120.6739 56.0176)
23947,Point,00:00.0,23962,22:03.9,1.5,55.9812,-120.6344,nrcan,5272.798,0,POINT (-120.6344 55.9812)
23948,Point,00:00.0,23963,25:00.0,0.3,55.9825,-120.6339,nrcan,176.126,0,POINT (-120.6339 55.9825)
23949,Point,00:00.0,23964,31:33.7,0.8,55.9741,-120.6314,nrcan,393.663,0,POINT (-120.6314 55.9741)
23950,Point,00:00.0,23965,26:29.1,0.4,55.9896,-120.6304,nrcan,10495.479,0,POINT (-120.6304 55.9896)
23951,Point,00:00.0,23966,21:15.2,0.1,55.9938,-120.6302,nrcan,21286.03,0,POINT (-120.6302 55.9938)
23952,Point,00:00.0,23967,28:03.5,0.2,55.9917,-120.6303,nrcan,408.377,0,POINT (-120.6303 55.9917)
23953,Point,00:00.0,23968,36:06.4,0.2,56.013,-120.6061,nrcan,482.902,0,POINT (-120.6061 56.013)
23954,Point,00:00.0,23969,37:51.5,0.3,55.9926,-120.6171,nrcan,105.051,0,POINT (-120.6171 55.9926)
23955,Point,00:00.0,23970,05:24.5,-0.1,55.9966,-120.5964,nrcan,19652.99,0,POINT (-120.5964 55.9966)
23956,Point,00:00.0,23971,34:51.5,0.1,55.9942,-120.618,nrcan,55766.981,0,POINT (-120.618 55.9942)
23957,Point,00:00.0,23972,50:14.6,0.4,55.9659,-120.8842,nrcan,18923.089,0,POINT (-120.8842 55.9659)
23958,Point,00:00.0,23973,51:38.5,0.3,55.9801,-120.8922,nrcan,83.985,0,POINT (-120.8922 55.9801)
23959,Point,00:00.0,23974,16:53.1,0.2,56.0024,-120.6027,nrcan,26714.557,0,POINT (-120.6027 56.0024)
23960,Point,00:00.0,23975,21:17.7,1.2,56.0792,-120.9899,nrcan,18264.604,0,POINT (-120.9899 56.0792)
23961,Point,00:00.0,23976,28:19.1,0.7,56.0354,-120.687,nrcan,421.355,0,POINT (-120.687 56.0354)
23962,Point,00:00.0,23977,35:12.9,2.3,55.9751,-120.6267,nrcan,25613.836,0,POINT (-120.6267 55.9751)
23963,Point,00:00.0,23978,47:05.9,0.1,55.9748,-120.6271,nrcan,4313.048,0,POINT (-120.6271 55.9748)
23964,Point,00:00.0,23979,53:22.8,0.3,55.9759,-120.6252,nrcan,376.866,0,POINT (-120.6252 55.9759)
23965,Point,00:00.0,23980,18:59.5,0.1,56.0027,-120.629,nrcan,8736.686,0,POINT (-120.629 56.0027)
23966,Point,00:00.0,23981,48:49.9,0.8,56.0342,-120.695,nrcan,1790.439,0,POINT (-120.695 56.0342)
23967,Point,00:00.0,23982,15:37.5,0.4,55.9854,-120.6324,nrcan,5207.545,0,POINT (-120.6324 55.9854)
23968,Point,00:00.0,23983,20:03.8,0.8,55.9841,-120.632,nrcan,266.343,0,POINT (-120.632 55.9841)
23969,Point,00:00.0,23984,26:20.5,0.1,55.9865,-120.6324,nrcan,376.673,0,POINT (-120.6324 55.9865)
23970,Point,00:00.0,23985,31:22.3,0.1,55.9857,-120.6328,nrcan,301.784,0,POINT (-120.6328 55.9857)
23971,Point,00:00.0,23986,38:35.2,-0.1,55.9729,-120.5963,nrcan,432.888,0,POINT (-120.5963 55.9729)
23972,Point,00:00.0,23987,46:08.0,1,55.9846,-120.6338,nrcan,452.805,0,POINT (-120.6338 55.9846)
23973,Point,00:00.0,23988,59:48.9,1.4,55.9851,-120.6329,nrcan,820.975,0,POINT (-120.6329 55.9851)
23974,Point,00:00.0,23989,15:31.2,0.9,55.9844,-120.6324,nrcan,942.285,0,POINT (-120.6324 55.9844)
23975,Point,00:00.0,23990,32:49.8,1.1,55.9846,-120.631,nrcan,1038.571,0,POINT (-120.631 55.9846)
23976,Point,00:00.0,23991,22:44.9,1,55.982,-120.6339,nrcan,2995.088,0,POINT (-120.6339 55.982)
23977,Point,00:00.0,23992,29:04.5,1.1,55.9844,-120.6324,nrcan,379.612,0,POINT (-120.6324 55.9844)
23978,Point,00:00.0,23993,37:46.9,0.8,55.9831,-120.6348,nrcan,7722.373,0,POINT (-120.6348 55.9831)
23979,Point,00:00.0,23994,34:19.4,0.4,55.893,-120.3775,nrcan,10592.56,0,POINT (-120.3775 55.893)
23980,Point,00:00.0,23995,38:49.3,0.4,55.892,-120.3813,nrcan,269.904,0,POINT (-120.3813 55.892)
23981,Point,00:00.0,23996,38:54.4,0.3,55.8941,-120.3793,nrcan,5.058,0,POINT (-120.3793 55.8941)
23982,Point,00:00.0,23997,40:29.2,1,55.8922,-120.3808,nrcan,94.805,0,POINT (-120.3808 55.8922)
23983,Point,00:00.0,23998,44:30.3,0.9,55.8917,-120.3808,nrcan,241.105,0,POINT (-120.3808 55.8917)
23984,Point,00:00.0,23999,48:00.5,1,55.8938,-120.3817,nrcan,210.221,0,POINT (-120.3817 55.8938)
23985,Point,00:00.0,24000,49:01.5,0.2,55.893,-120.3775,nrcan,61.01,0,POINT (-120.3775 55.893)
23986,Point,00:00.0,24001,50:02.3,0.3,55.893,-120.3794,nrcan,60.727,0,POINT (-120.3794 55.893)
23987,Point,00:00.0,24002,51:24.2,0.5,55.8951,-120.3774,nrcan,81.895,0,POINT (-120.3774 55.8951)
23988,Point,00:00.0,24003,52:24.7,0.7,55.8917,-120.3808,nrcan,60.509,0,POINT (-120.3808 55.8917)
23989,Point,00:00.0,24004,52:57.3,0.3,55.8909,-120.3794,nrcan,32.618,0,POINT (-120.3794 55.8909)
23990,Point,00:00.0,24005,53:55.8,1,55.8928,-120.3817,nrcan,58.469,0,POINT (-120.3817 55.8928)
23991,Point,00:00.0,24006,56:47.8,1.5,55.892,-120.3794,nrcan,172.005,0,POINT (-120.3794 55.892)
23992,Point,00:00.0,24007,57:21.4,0.5,55.8928,-120.3808,nrcan,33.655,0,POINT (-120.3808 55.8928)
23993,Point,00:00.0,24008,58:56.2,0.6,55.892,-120.3813,nrcan,94.771,0,POINT (-120.3813 55.892)
23994,Point,00:00.0,24009,00:02.5,0.3,55.8951,-120.3793,nrcan,66.349,0,POINT (-120.3793 55.8951)
23995,Point,00:00.0,24010,00:59.8,0.3,55.893,-120.3794,nrcan,57.243,0,POINT (-120.3794 55.893)
23996,Point,00:00.0,24011,01:53.3,0.6,55.8919,-120.3775,nrcan,53.48,0,POINT (-120.3775 55.8919)
23997,Point,00:00.0,24012,02:25.2,1.4,55.8933,-120.3798,nrcan,31.888,0,POINT (-120.3798 55.8933)
23998,Point,00:00.0,24013,03:05.0,0.7,55.8917,-120.3808,nrcan,39.827,0,POINT (-120.3808 55.8917)
23999,Point,00:00.0,24014,04:23.4,0.2,55.892,-120.3813,nrcan,78.405,0,POINT (-120.3813 55.892)
24000,Point,00:00.0,24015,05:06.6,0.2,55.8927,-120.3798,nrcan,43.233,0,POINT (-120.3798 55.8927)
24001,Point,00:00.0,24016,05:45.4,0.4,55.8909,-120.3776,nrcan,38.742,0,POINT (-120.3776 55.8909)
24002,Point,00:00.0,24017,07:42.2,0.9,55.8922,-120.3808,nrcan,116.861,0,POINT (-120.3808 55.8922)
24003,Point,00:00.0,24018,08:27.6,0.9,55.8888,-120.3777,nrcan,45.337,0,POINT (-120.3777 55.8888)
24004,Point,00:00.0,24019,09:17.9,0.8,55.8922,-120.3799,nrcan,50.301,0,POINT (-120.3799 55.8922)
24005,Point,00:00.0,24020,10:18.6,0.2,55.894,-120.3774,nrcan,60.72,0,POINT (-120.3774 55.894)
24006,Point,00:00.0,24021,12:22.9,0.7,55.8919,-120.3775,nrcan,124.363,0,POINT (-120.3775 55.8919)
24007,Point,00:00.0,24022,12:43.5,0.9,55.8932,-120.3779,nrcan,20.524,0,POINT (-120.3779 55.8932)
24008,Point,00:00.0,24023,13:17.2,2.1,55.8928,-120.3808,nrcan,33.707,0,POINT (-120.3808 55.8928)
24009,Point,00:00.0,24024,15:39.9,1,55.8923,-120.3827,nrcan,142.691,0,POINT (-120.3827 55.8923)
24010,Point,00:00.0,24025,16:06.5,0.8,55.8953,-120.376,nrcan,26.598,0,POINT (-120.376 55.8953)
24011,Point,00:00.0,24026,16:33.6,0.8,55.8901,-120.3818,nrcan,27.096,0,POINT (-120.3818 55.8901)
24012,Point,00:00.0,24027,18:50.4,0.9,55.8938,-120.3807,nrcan,136.797,0,POINT (-120.3807 55.8938)
24013,Point,00:00.0,24028,21:25.0,0.3,55.892,-120.3794,nrcan,154.613,0,POINT (-120.3794 55.892)
24014,Point,00:00.0,24029,22:51.0,0.7,55.8914,-120.3804,nrcan,86.077,0,POINT (-120.3804 55.8914)
24015,Point,00:00.0,24030,23:11.0,0.7,55.893,-120.3775,nrcan,19.985,0,POINT (-120.3775 55.893)
24016,Point,00:00.0,24031,23:22.2,1.1,55.8927,-120.3798,nrcan,11.189,0,POINT (-120.3798 55.8927)
24017,Point,00:00.0,24032,24:17.8,1,55.8938,-120.3798,nrcan,55.573,0,POINT (-120.3798 55.8938)
24018,Point,00:00.0,24033,25:48.8,0.5,55.8933,-120.3789,nrcan,91.034,0,POINT (-120.3789 55.8933)
24019,Point,00:00.0,24034,28:17.5,0.5,55.8948,-120.3779,nrcan,148.68,0,POINT (-120.3779 55.8948)
24020,Point,00:00.0,24035,28:43.4,0.4,55.8932,-120.3779,nrcan,25.877,0,POINT (-120.3779 55.8932)
24021,Point,00:00.0,24036,29:39.1,0.3,55.8909,-120.3776,nrcan,55.714,0,POINT (-120.3776 55.8909)
24022,Point,00:00.0,24037,29:54.6,0.5,55.8938,-120.3789,nrcan,15.483,0,POINT (-120.3789 55.8938)
24023,Point,00:00.0,24038,31:42.0,0.3,55.893,-120.3775,nrcan,107.469,0,POINT (-120.3775 55.893)
24024,Point,00:00.0,24039,32:40.5,1.2,55.8933,-120.3789,nrcan,58.453,0,POINT (-120.3789 55.8933)
24025,Point,00:00.0,24040,35:12.7,1.1,55.8938,-120.3798,nrcan,152.225,0,POINT (-120.3798 55.8938)
24026,Point,00:00.0,24041,37:22.2,2.1,55.8912,-120.3818,nrcan,129.518,0,POINT (-120.3818 55.8912)
24027,Point,00:00.0,24042,37:39.8,1.4,55.8933,-120.3817,nrcan,17.546,0,POINT (-120.3817 55.8933)
24028,Point,00:00.0,24043,41:09.5,0.3,55.8933,-120.3789,nrcan,209.755,0,POINT (-120.3789 55.8933)
24029,Point,00:00.0,24044,42:37.9,0.3,55.8951,-120.3793,nrcan,88.383,0,POINT (-120.3793 55.8951)
24030,Point,00:00.0,24045,43:01.4,0.5,55.8927,-120.3789,nrcan,23.493,0,POINT (-120.3789 55.8927)
24031,Point,00:00.0,24046,43:16.4,1.1,55.8933,-120.3798,nrcan,14.944,0,POINT (-120.3798 55.8933)
24032,Point,00:00.0,24047,44:49.6,0.6,55.8917,-120.3789,nrcan,93.217,0,POINT (-120.3789 55.8917)
24033,Point,00:00.0,24048,45:45.2,0.5,55.8922,-120.3799,nrcan,55.576,0,POINT (-120.3799 55.8922)
24034,Point,00:00.0,24049,46:09.8,1.4,55.8917,-120.3836,nrcan,24.65,0,POINT (-120.3836 55.8917)
24035,Point,00:00.0,24050,46:51.3,1.5,55.8928,-120.3826,nrcan,41.495,0,POINT (-120.3826 55.8928)
24036,Point,00:00.0,24051,49:24.6,0.5,55.8933,-120.3789,nrcan,153.326,0,POINT (-120.3789 55.8933)
24037,Point,00:00.0,24052,50:41.7,1.2,55.8938,-120.3798,nrcan,77.064,0,POINT (-120.3798 55.8938)
24038,Point,00:00.0,24053,51:52.3,1.5,55.8933,-120.3798,nrcan,70.58,0,POINT (-120.3798 55.8933)
24039,Point,00:00.0,24054,55:48.7,0.5,55.8933,-120.3789,nrcan,236.414,0,POINT (-120.3789 55.8933)
24040,Point,00:00.0,24055,55:53.8,0.5,55.892,-120.3794,nrcan,5.07,0,POINT (-120.3794 55.892)
24041,Point,00:00.0,24056,56:31.4,1.1,55.8933,-120.3789,nrcan,37.621,0,POINT (-120.3789 55.8933)
24042,Point,00:00.0,24057,59:28.5,0.9,55.8928,-120.3808,nrcan,177.078,0,POINT (-120.3808 55.8928)
24043,Point,00:00.0,24058,59:43.9,1.1,55.8922,-120.3799,nrcan,15.447,0,POINT (-120.3799 55.8922)
24044,Point,00:00.0,24059,01:54.1,0.7,55.8938,-120.377,nrcan,130.162,0,POINT (-120.377 55.8938)
24045,Point,00:00.0,24060,02:48.5,2,55.8938,-120.3789,nrcan,54.429,0,POINT (-120.3789 55.8938)
24046,Point,00:00.0,24061,09:55.2,0.4,55.8932,-120.3779,nrcan,426.72,0,POINT (-120.3779 55.8932)
24047,Point,00:00.0,24062,14:28.1,0.4,55.8927,-120.378,nrcan,272.879,0,POINT (-120.378 55.8927)
24048,Point,00:00.0,24063,18:05.7,0.6,55.8922,-120.3808,nrcan,217.62,0,POINT (-120.3808 55.8922)
24049,Point,00:00.0,24064,19:30.2,0.5,55.8927,-120.377,nrcan,84.439,0,POINT (-120.377 55.8927)
24050,Point,00:00.0,24065,20:51.2,0.7,55.893,-120.3775,nrcan,81.019,0,POINT (-120.3775 55.893)
24051,Point,00:00.0,24066,21:22.0,0.4,55.8922,-120.3799,nrcan,30.815,0,POINT (-120.3799 55.8922)
24052,Point,00:00.0,24067,25:34.5,0.3,55.892,-120.3813,nrcan,252.474,0,POINT (-120.3813 55.892)
24053,Point,00:00.0,24068,27:07.6,0.4,55.8922,-120.3789,nrcan,93.134,0,POINT (-120.3789 55.8922)
24054,Point,00:00.0,24069,29:18.4,0.8,55.8932,-120.3779,nrcan,130.828,0,POINT (-120.3779 55.8932)
24055,Point,00:00.0,24070,30:27.6,0.5,55.8933,-120.3789,nrcan,69.206,0,POINT (-120.3789 55.8933)
24056,Point,00:00.0,24071,31:10.9,0.3,55.8938,-120.3807,nrcan,43.277,0,POINT (-120.3807 55.8938)
24057,Point,00:00.0,24072,31:48.2,0.6,55.8922,-120.3789,nrcan,37.261,0,POINT (-120.3789 55.8922)
24058,Point,00:00.0,24073,34:25.9,1,55.8922,-120.3808,nrcan,157.769,0,POINT (-120.3808 55.8922)
24059,Point,00:00.0,24074,35:16.7,1.1,55.8959,-120.3769,nrcan,50.723,0,POINT (-120.3769 55.8959)
24060,Point,00:00.0,24075,36:48.8,1.2,55.8928,-120.3808,nrcan,92.181,0,POINT (-120.3808 55.8928)
24061,Point,00:00.0,24076,43:04.8,0.5,55.892,-120.3794,nrcan,375.92,0,POINT (-120.3794 55.892)
24062,Point,00:00.0,24077,47:49.6,0.7,55.8938,-120.3789,nrcan,284.821,0,POINT (-120.3789 55.8938)
24063,Point,00:00.0,24078,50:45.3,0.2,55.8962,-120.3792,nrcan,175.689,0,POINT (-120.3792 55.8962)
24064,Point,00:00.0,24079,51:49.3,1.3,55.8927,-120.3798,nrcan,64.029,0,POINT (-120.3798 55.8927)
24065,Point,00:00.0,24080,53:50.4,2.4,55.8922,-120.3808,nrcan,121.092,0,POINT (-120.3808 55.8922)
24066,Point,00:00.0,24081,01:20.9,1.2,55.8932,-120.3779,nrcan,450.561,0,POINT (-120.3779 55.8932)
24067,Point,00:00.0,24082,03:18.8,0.4,55.8946,-120.3821,nrcan,117.847,0,POINT (-120.3821 55.8946)
24068,Point,00:00.0,24083,07:00.4,0.2,55.894,-120.3774,nrcan,221.604,0,POINT (-120.3774 55.894)
24069,Point,00:00.0,24084,10:29.2,0.3,55.8919,-120.3757,nrcan,208.829,0,POINT (-120.3757 55.8919)
24070,Point,00:00.0,24085,10:37.9,0.5,55.893,-120.3775,nrcan,8.623,0,POINT (-120.3775 55.893)
24071,Point,00:00.0,24086,10:44.4,0.5,55.8922,-120.3789,nrcan,6.541,0,POINT (-120.3789 55.8922)
24072,Point,00:00.0,24087,11:30.3,1.2,55.893,-120.3794,nrcan,45.86,0,POINT (-120.3794 55.893)
24073,Point,00:00.0,24088,11:44.2,1,55.8927,-120.3798,nrcan,13.932,0,POINT (-120.3798 55.8927)
24074,Point,00:00.0,24089,13:48.2,0.5,55.8917,-120.3817,nrcan,124.023,0,POINT (-120.3817 55.8917)
24075,Point,00:00.0,24090,16:58.2,0.4,55.8941,-120.3793,nrcan,189.978,0,POINT (-120.3793 55.8941)
24076,Point,00:00.0,24091,17:56.4,2.4,55.8917,-120.3817,nrcan,58.189,0,POINT (-120.3817 55.8917)
24077,Point,00:00.0,24092,18:54.9,0.9,55.8922,-120.3808,nrcan,58.518,0,POINT (-120.3808 55.8922)
24078,Point,00:00.0,24093,20:22.8,0.4,55.8938,-120.3817,nrcan,87.857,0,POINT (-120.3817 55.8938)
24079,Point,00:00.0,24094,24:01.6,1.1,55.8938,-120.377,nrcan,218.825,0,POINT (-120.377 55.8938)
24080,Point,00:00.0,24095,29:24.9,0.2,55.8941,-120.3812,nrcan,323.322,0,POINT (-120.3812 55.8941)
24081,Point,00:00.0,24096,29:48.4,0.9,55.8933,-120.3807,nrcan,23.471,0,POINT (-120.3807 55.8933)
24082,Point,00:00.0,24097,32:31.6,0.3,55.893,-120.3775,nrcan,163.228,0,POINT (-120.3775 55.893)
24083,Point,00:00.0,24098,35:51.8,0.2,55.8943,-120.3779,nrcan,200.248,0,POINT (-120.3779 55.8943)
24084,Point,00:00.0,24099,37:39.6,0.6,55.893,-120.3775,nrcan,107.797,0,POINT (-120.3775 55.893)
24085,Point,00:00.0,24100,41:47.4,1.6,55.8932,-120.3779,nrcan,247.756,0,POINT (-120.3779 55.8932)
24086,Point,00:00.0,24101,43:26.7,1,55.8943,-120.377,nrcan,99.273,0,POINT (-120.377 55.8943)
24087,Point,00:00.0,24102,49:57.2,0.2,55.894,-120.3774,nrcan,390.495,0,POINT (-120.3774 55.894)
24088,Point,00:00.0,24103,53:37.0,0.2,55.8951,-120.3774,nrcan,219.818,0,POINT (-120.3774 55.8951)
24089,Point,00:00.0,24104,56:46.7,0.4,55.8909,-120.3794,nrcan,189.721,0,POINT (-120.3794 55.8909)
24090,Point,00:00.0,24105,02:07.0,0.1,55.892,-120.3813,nrcan,320.322,0,POINT (-120.3813 55.892)
24091,Point,00:00.0,24106,02:26.2,0.8,55.8938,-120.3789,nrcan,19.153,0,POINT (-120.3789 55.8938)
24092,Point,00:00.0,24107,03:25.7,1.1,55.8943,-120.3779,nrcan,59.481,0,POINT (-120.3779 55.8943)
24093,Point,00:00.0,24108,07:49.7,2.1,56.8517,-122.089,nrcan,263.99,0,POINT (-122.089 56.8517)
24094,Point,00:00.0,24109,12:06.5,0.3,55.894,-120.3774,nrcan,256.813,0,POINT (-120.3774 55.894)
24095,Point,00:00.0,24110,15:07.3,0.7,55.8932,-120.3761,nrcan,180.845,0,POINT (-120.3761 55.8932)
24096,Point,00:00.0,24111,22:56.1,0.2,55.894,-120.3774,nrcan,468.809,0,POINT (-120.3774 55.894)
24097,Point,00:00.0,24112,25:47.5,0.4,55.893,-120.3794,nrcan,171.387,0,POINT (-120.3794 55.893)
24098,Point,00:00.0,24113,26:44.5,0.5,55.8967,-120.3783,nrcan,57.014,0,POINT (-120.3783 55.8967)
24099,Point,00:00.0,24114,27:13.8,1.1,55.8933,-120.3789,nrcan,29.293,0,POINT (-120.3789 55.8933)
24100,Point,00:00.0,24115,32:57.0,0.4,55.8962,-120.3792,nrcan,343.145,0,POINT (-120.3792 55.8962)
24101,Point,00:00.0,24116,48:34.0,1,55.8943,-120.376,nrcan,937.028,0,POINT (-120.376 55.8943)
24102,Point,00:00.0,24117,49:01.9,0.9,55.8923,-120.3845,nrcan,27.883,0,POINT (-120.3845 55.8923)
24103,Point,00:00.0,24118,49:58.1,0.7,55.8907,-120.3846,nrcan,56.2,0,POINT (-120.3846 55.8907)
24104,Point,00:00.0,24119,51:42.0,0.9,55.892,-120.385,nrcan,103.909,0,POINT (-120.385 55.892)
24105,Point,00:00.0,24120,53:00.7,0.6,55.8941,-120.383,nrcan,78.755,0,POINT (-120.383 55.8941)
24106,Point,00:00.0,24121,53:45.7,0.6,55.8921,-120.3869,nrcan,44.981,0,POINT (-120.3869 55.8921)
24107,Point,00:00.0,24122,57:16.6,0.6,55.8912,-120.3836,nrcan,210.878,0,POINT (-120.3836 55.8912)
24108,Point,00:00.0,24123,09:02.7,0.6,55.8949,-120.3807,nrcan,706.082,0,POINT (-120.3807 55.8949)
24109,Point,00:00.0,24124,09:18.2,0.3,55.8941,-120.3812,nrcan,15.519,0,POINT (-120.3812 55.8941)
24110,Point,00:00.0,24125,15:31.2,1,55.8927,-120.377,nrcan,372.988,0,POINT (-120.377 55.8927)
24111,Point,00:00.0,24126,16:36.7,1.4,55.8923,-120.3845,nrcan,65.524,0,POINT (-120.3845 55.8923)
24112,Point,00:00.0,24127,16:54.2,0.8,55.8928,-120.3836,nrcan,17.502,0,POINT (-120.3836 55.8928)
24113,Point,00:00.0,24128,18:03.1,0.8,55.8931,-120.385,nrcan,68.888,0,POINT (-120.385 55.8931)
24114,Point,00:00.0,24129,19:00.0,1.2,55.8923,-120.3836,nrcan,56.941,0,POINT (-120.3836 55.8923)
24115,Point,00:00.0,24130,20:09.9,1.3,55.8948,-120.3769,nrcan,69.877,0,POINT (-120.3769 55.8948)
24116,Point,00:00.0,24131,24:57.9,1.2,55.8907,-120.3865,nrcan,287.99,0,POINT (-120.3865 55.8907)
