,FID,geometry,sim_0
566,566,"POLYGON ((345125.86896790686 6492085.416192899, 365125.86896790686 6492085.416192899, 365125.86896790686 6472085.416192899, 345125.86896790686 6472085.416192899, 345125.86896790686 6492085.416192899))",0.0
567,567,"POLYGON ((345125.86896790686 6472085.416192899, 365125.86896790686 6472085.416192899, 365125.86896790686 6452085.416192899, 345125.86896790686 6452085.416192899, 345125.86896790686 6472085.416192899))",0.0
568,568,"POLYGON ((345125.86896790686 6452085.416192899, 365125.86896790686 6452085.416192899, 365125.86896790686 6432085.416192899, 345125.86896790686 6432085.416192899, 345125.86896790686 6452085.416192899))",0.0
569,569,"POLYGON ((345125.86896790686 6432085.416192899, 365125.86896790686 6432085.416192899, 365125.86896790686 6412085.416192899, 345125.86896790686 6412085.416192899, 345125.86896790686 6432085.416192899))",0.0
570,570,"POLYGON ((345125.86896790686 6412085.416192899, 365125.86896790686 6412085.416192899, 365125.86896790686 6392085.416192899, 345125.86896790686 6392085.416192899, 345125.86896790686 6412085.416192899))",0.0
571,571,"POLYGON ((345125.86896790686 6392085.416192899, 365125.86896790686 6392085.416192899, 365125.86896790686 6372085.416192899, 345125.86896790686 6372085.416192899, 345125.86896790686 6392085.416192899))",0.0
572,572,"POLYGON ((345125.86896790686 6372085.416192899, 365125.86896790686 6372085.416192899, 365125.86896790686 6352085.416192899, 345125.86896790686 6352085.416192899, 345125.86896790686 6372085.416192899))",0.0
573,573,"POLYGON ((345125.86896790686 6352085.416192899, 365125.86896790686 6352085.416192899, 365125.86896790686 6332085.416192899, 345125.86896790686 6332085.416192899, 345125.86896790686 6352085.416192899))",0.0
574,574,"POLYGON ((345125.86896790686 6332085.416192899, 365125.86896790686 6332085.416192899, 365125.86896790686 6312085.416192899, 345125.86896790686 6312085.416192899, 345125.86896790686 6332085.416192899))",0.0
575,575,"POLYGON ((345125.86896790686 6312085.416192899, 365125.86896790686 6312085.416192899, 365125.86896790686 6292085.416192899, 345125.86896790686 6292085.416192899, 345125.86896790686 6312085.416192899))",0.0
576,576,"POLYGON ((345125.86896790686 6292085.416192899, 365125.86896790686 6292085.416192899, 365125.86896790686 6272085.416192899, 345125.86896790686 6272085.416192899, 345125.86896790686 6292085.416192899))",0.0
577,577,"POLYGON ((345125.86896790686 6272085.416192899, 365125.86896790686 6272085.416192899, 365125.86896790686 6252085.416192899, 345125.86896790686 6252085.416192899, 345125.86896790686 6272085.416192899))",0.0
578,578,"POLYGON ((345125.86896790686 6252085.416192899, 365125.86896790686 6252085.416192899, 365125.86896790686 6232085.416192899, 345125.86896790686 6232085.416192899, 345125.86896790686 6252085.416192899))",0.0
579,579,"POLYGON ((345125.86896790686 6232085.416192899, 365125.86896790686 6232085.416192899, 365125.86896790686 6212085.416192899, 345125.86896790686 6212085.416192899, 345125.86896790686 6232085.416192899))",0.0
580,580,"POLYGON ((345125.86896790686 6212085.416192899, 365125.86896790686 6212085.416192899, 365125.86896790686 6192085.416192899, 345125.86896790686 6192085.416192899, 345125.86896790686 6212085.416192899))",0.0
581,581,"POLYGON ((345125.86896790686 6192085.416192899, 365125.86896790686 6192085.416192899, 365125.86896790686 6172085.416192899, 345125.86896790686 6172085.416192899, 345125.86896790686 6192085.416192899))",0.0
582,582,"POLYGON ((345125.86896790686 6172085.416192899, 365125.86896790686 6172085.416192899, 365125.86896790686 6152085.416192899, 345125.86896790686 6152085.416192899, 345125.86896790686 6172085.416192899))",0.0
583,583,"POLYGON ((345125.86896790686 6152085.416192899, 365125.86896790686 6152085.416192899, 365125.86896790686 6132085.416192899, 345125.86896790686 6132085.416192899, 345125.86896790686 6152085.416192899))",0.0
584,584,"POLYGON ((345125.86896790686 6132085.416192899, 365125.86896790686 6132085.416192899, 365125.86896790686 6112085.416192899, 345125.86896790686 6112085.416192899, 345125.86896790686 6132085.416192899))",0.0
585,585,"POLYGON ((345125.86896790686 6112085.416192899, 365125.86896790686 6112085.416192899, 365125.86896790686 6092085.416192899, 345125.86896790686 6092085.416192899, 345125.86896790686 6112085.416192899))",0.0
586,586,"POLYGON ((345125.86896790686 6092085.416192899, 365125.86896790686 6092085.416192899, 365125.86896790686 6072085.416192899, 345125.86896790686 6072085.416192899, 345125.86896790686 6092085.416192899))",0.0
587,587,"POLYGON ((345125.86896790686 6072085.416192899, 365125.86896790686 6072085.416192899, 365125.86896790686 6052085.416192899, 345125.86896790686 6052085.416192899, 345125.86896790686 6072085.416192899))",0.0
588,588,"POLYGON ((345125.86896790686 6052085.416192899, 365125.86896790686 6052085.416192899, 365125.86896790686 6032085.416192899, 345125.86896790686 6032085.416192899, 345125.86896790686 6052085.416192899))",0.0
589,589,"POLYGON ((345125.86896790686 6032085.416192899, 365125.86896790686 6032085.416192899, 365125.86896790686 6012085.416192899, 345125.86896790686 6012085.416192899, 345125.86896790686 6032085.416192899))",0.0
590,590,"POLYGON ((345125.86896790686 6012085.416192899, 365125.86896790686 6012085.416192899, 365125.86896790686 5992085.416192899, 345125.86896790686 5992085.416192899, 345125.86896790686 6012085.416192899))",0.0
591,591,"POLYGON ((345125.86896790686 5992085.416192899, 365125.86896790686 5992085.416192899, 365125.86896790686 5972085.416192899, 345125.86896790686 5972085.416192899, 345125.86896790686 5992085.416192899))",0.0
592,592,"POLYGON ((345125.86896790686 5972085.416192899, 365125.86896790686 5972085.416192899, 365125.86896790686 5952085.416192899, 345125.86896790686 5952085.416192899, 345125.86896790686 5972085.416192899))",0.0
593,593,"POLYGON ((345125.86896790686 5952085.416192899, 365125.86896790686 5952085.416192899, 365125.86896790686 5932085.416192899, 345125.86896790686 5932085.416192899, 345125.86896790686 5952085.416192899))",0.0
594,594,"POLYGON ((345125.86896790686 5932085.416192899, 365125.86896790686 5932085.416192899, 365125.86896790686 5912085.416192899, 345125.86896790686 5912085.416192899, 345125.86896790686 5932085.416192899))",0.0
595,595,"POLYGON ((345125.86896790686 5912085.416192899, 365125.86896790686 5912085.416192899, 365125.86896790686 5892085.416192899, 345125.86896790686 5892085.416192899, 345125.86896790686 5912085.416192899))",0.0
596,596,"POLYGON ((345125.86896790686 5892085.416192899, 365125.86896790686 5892085.416192899, 365125.86896790686 5872085.416192899, 345125.86896790686 5872085.416192899, 345125.86896790686 5892085.416192899))",0.0
597,597,"POLYGON ((345125.86896790686 5872085.416192899, 365125.86896790686 5872085.416192899, 365125.86896790686 5852085.416192899, 345125.86896790686 5852085.416192899, 345125.86896790686 5872085.416192899))",0.0
598,598,"POLYGON ((345125.86896790686 5852085.416192899, 365125.86896790686 5852085.416192899, 365125.86896790686 5832085.416192899, 345125.86896790686 5832085.416192899, 345125.86896790686 5852085.416192899))",0.0
599,599,"POLYGON ((345125.86896790686 5832085.416192899, 365125.86896790686 5832085.416192899, 365125.86896790686 5812085.416192899, 345125.86896790686 5812085.416192899, 345125.86896790686 5832085.416192899))",0.0
600,600,"POLYGON ((365125.86896790686 6612085.416192899, 385125.86896790686 6612085.416192899, 385125.86896790686 6592085.416192899, 365125.86896790686 6592085.416192899, 365125.86896790686 6612085.416192899))",0.0
601,601,"POLYGON ((365125.86896790686 6592085.416192899, 385125.86896790686 6592085.416192899, 385125.86896790686 6572085.416192899, 365125.86896790686 6572085.416192899, 365125.86896790686 6592085.416192899))",0.0
602,602,"POLYGON ((365125.86896790686 6572085.416192899, 385125.86896790686 6572085.416192899, 385125.86896790686 6552085.416192899, 365125.86896790686 6552085.416192899, 365125.86896790686 6572085.416192899))",0.0
603,603,"POLYGON ((365125.86896790686 6552085.416192899, 385125.86896790686 6552085.416192899, 385125.86896790686 6532085.416192899, 365125.86896790686 6532085.416192899, 365125.86896790686 6552085.416192899))",0.0
604,604,"POLYGON ((365125.86896790686 6532085.416192899, 385125.86896790686 6532085.416192899, 385125.86896790686 6512085.416192899, 365125.86896790686 6512085.416192899, 365125.86896790686 6532085.416192899))",0.0
605,605,"POLYGON ((365125.86896790686 6512085.416192899, 385125.86896790686 6512085.416192899, 385125.86896790686 6492085.416192899, 365125.86896790686 6492085.416192899, 365125.86896790686 6512085.416192899))",0.0
606,606,"POLYGON ((365125.86896790686 6492085.416192899, 385125.86896790686 6492085.416192899, 385125.86896790686 6472085.416192899, 365125.86896790686 6472085.416192899, 365125.86896790686 6492085.416192899))",0.0
607,607,"POLYGON ((365125.86896790686 6472085.416192899, 385125.86896790686 6472085.416192899, 385125.86896790686 6452085.416192899, 365125.86896790686 6452085.416192899, 365125.86896790686 6472085.416192899))",0.0
608,608,"POLYGON ((365125.86896790686 6452085.416192899, 385125.86896790686 6452085.416192899, 385125.86896790686 6432085.416192899, 365125.86896790686 6432085.416192899, 365125.86896790686 6452085.416192899))",0.0
609,609,"POLYGON ((365125.86896790686 6432085.416192899, 385125.86896790686 6432085.416192899, 385125.86896790686 6412085.416192899, 365125.86896790686 6412085.416192899, 365125.86896790686 6432085.416192899))",0.0
610,610,"POLYGON ((365125.86896790686 6412085.416192899, 385125.86896790686 6412085.416192899, 385125.86896790686 6392085.416192899, 365125.86896790686 6392085.416192899, 365125.86896790686 6412085.416192899))",0.0
611,611,"POLYGON ((365125.86896790686 6392085.416192899, 385125.86896790686 6392085.416192899, 385125.86896790686 6372085.416192899, 365125.86896790686 6372085.416192899, 365125.86896790686 6392085.416192899))",0.0
612,612,"POLYGON ((365125.86896790686 6372085.416192899, 385125.86896790686 6372085.416192899, 385125.86896790686 6352085.416192899, 365125.86896790686 6352085.416192899, 365125.86896790686 6372085.416192899))",0.0
613,613,"POLYGON ((365125.86896790686 6352085.416192899, 385125.86896790686 6352085.416192899, 385125.86896790686 6332085.416192899, 365125.86896790686 6332085.416192899, 365125.86896790686 6352085.416192899))",0.0
614,614,"POLYGON ((365125.86896790686 6332085.416192899, 385125.86896790686 6332085.416192899, 385125.86896790686 6312085.416192899, 365125.86896790686 6312085.416192899, 365125.86896790686 6332085.416192899))",0.0
615,615,"POLYGON ((365125.86896790686 6312085.416192899, 385125.86896790686 6312085.416192899, 385125.86896790686 6292085.416192899, 365125.86896790686 6292085.416192899, 365125.86896790686 6312085.416192899))",0.0
616,616,"POLYGON ((365125.86896790686 6292085.416192899, 385125.86896790686 6292085.416192899, 385125.86896790686 6272085.416192899, 365125.86896790686 6272085.416192899, 365125.86896790686 6292085.416192899))",0.0
617,617,"POLYGON ((365125.86896790686 6272085.416192899, 385125.86896790686 6272085.416192899, 385125.86896790686 6252085.416192899, 365125.86896790686 6252085.416192899, 365125.86896790686 6272085.416192899))",0.0
618,618,"POLYGON ((365125.86896790686 6252085.416192899, 385125.86896790686 6252085.416192899, 385125.86896790686 6232085.416192899, 365125.86896790686 6232085.416192899, 365125.86896790686 6252085.416192899))",0.0
619,619,"POLYGON ((365125.86896790686 6232085.416192899, 385125.86896790686 6232085.416192899, 385125.86896790686 6212085.416192899, 365125.86896790686 6212085.416192899, 365125.86896790686 6232085.416192899))",0.0
620,620,"POLYGON ((365125.86896790686 6212085.416192899, 385125.86896790686 6212085.416192899, 385125.86896790686 6192085.416192899, 365125.86896790686 6192085.416192899, 365125.86896790686 6212085.416192899))",0.0
621,621,"POLYGON ((365125.86896790686 6192085.416192899, 385125.86896790686 6192085.416192899, 385125.86896790686 6172085.416192899, 365125.86896790686 6172085.416192899, 365125.86896790686 6192085.416192899))",0.0
622,622,"POLYGON ((365125.86896790686 6172085.416192899, 385125.86896790686 6172085.416192899, 385125.86896790686 6152085.416192899, 365125.86896790686 6152085.416192899, 365125.86896790686 6172085.416192899))",0.0
623,623,"POLYGON ((365125.86896790686 6152085.416192899, 385125.86896790686 6152085.416192899, 385125.86896790686 6132085.416192899, 365125.86896790686 6132085.416192899, 365125.86896790686 6152085.416192899))",0.0
624,624,"POLYGON ((365125.86896790686 6132085.416192899, 385125.86896790686 6132085.416192899, 385125.86896790686 6112085.416192899, 365125.86896790686 6112085.416192899, 365125.86896790686 6132085.416192899))",0.0
625,625,"POLYGON ((365125.86896790686 6112085.416192899, 385125.86896790686 6112085.416192899, 385125.86896790686 6092085.416192899, 365125.86896790686 6092085.416192899, 365125.86896790686 6112085.416192899))",0.0
626,626,"POLYGON ((365125.86896790686 6092085.416192899, 385125.86896790686 6092085.416192899, 385125.86896790686 6072085.416192899, 365125.86896790686 6072085.416192899, 365125.86896790686 6092085.416192899))",0.0
627,627,"POLYGON ((365125.86896790686 6072085.416192899, 385125.86896790686 6072085.416192899, 385125.86896790686 6052085.416192899, 365125.86896790686 6052085.416192899, 365125.86896790686 6072085.416192899))",0.0
628,628,"POLYGON ((365125.86896790686 6052085.416192899, 385125.86896790686 6052085.416192899, 385125.86896790686 6032085.416192899, 365125.86896790686 6032085.416192899, 365125.86896790686 6052085.416192899))",0.0
629,629,"POLYGON ((365125.86896790686 6032085.416192899, 385125.86896790686 6032085.416192899, 385125.86896790686 6012085.416192899, 365125.86896790686 6012085.416192899, 365125.86896790686 6032085.416192899))",0.0
630,630,"POLYGON ((365125.86896790686 6012085.416192899, 385125.86896790686 6012085.416192899, 385125.86896790686 5992085.416192899, 365125.86896790686 5992085.416192899, 365125.86896790686 6012085.416192899))",0.0
631,631,"POLYGON ((365125.86896790686 5992085.416192899, 385125.86896790686 5992085.416192899, 385125.86896790686 5972085.416192899, 365125.86896790686 5972085.416192899, 365125.86896790686 5992085.416192899))",0.0
632,632,"POLYGON ((365125.86896790686 5972085.416192899, 385125.86896790686 5972085.416192899, 385125.86896790686 5952085.416192899, 365125.86896790686 5952085.416192899, 365125.86896790686 5972085.416192899))",0.0
633,633,"POLYGON ((365125.86896790686 5952085.416192899, 385125.86896790686 5952085.416192899, 385125.86896790686 5932085.416192899, 365125.86896790686 5932085.416192899, 365125.86896790686 5952085.416192899))",0.0
634,634,"POLYGON ((365125.86896790686 5932085.416192899, 385125.86896790686 5932085.416192899, 385125.86896790686 5912085.416192899, 365125.86896790686 5912085.416192899, 365125.86896790686 5932085.416192899))",0.0
635,635,"POLYGON ((365125.86896790686 5912085.416192899, 385125.86896790686 5912085.416192899, 385125.86896790686 5892085.416192899, 365125.86896790686 5892085.416192899, 365125.86896790686 5912085.416192899))",0.0
636,636,"POLYGON ((365125.86896790686 5892085.416192899, 385125.86896790686 5892085.416192899, 385125.86896790686 5872085.416192899, 365125.86896790686 5872085.416192899, 365125.86896790686 5892085.416192899))",0.0
637,637,"POLYGON ((365125.86896790686 5872085.416192899, 385125.86896790686 5872085.416192899, 385125.86896790686 5852085.416192899, 365125.86896790686 5852085.416192899, 365125.86896790686 5872085.416192899))",0.0
638,638,"POLYGON ((365125.86896790686 5852085.416192899, 385125.86896790686 5852085.416192899, 385125.86896790686 5832085.416192899, 365125.86896790686 5832085.416192899, 365125.86896790686 5852085.416192899))",0.0
639,639,"POLYGON ((365125.86896790686 5832085.416192899, 385125.86896790686 5832085.416192899, 385125.86896790686 5812085.416192899, 365125.86896790686 5812085.416192899, 365125.86896790686 5832085.416192899))",0.0
640,640,"POLYGON ((385125.86896790686 6612085.416192899, 405125.86896790686 6612085.416192899, 405125.86896790686 6592085.416192899, 385125.86896790686 6592085.416192899, 385125.86896790686 6612085.416192899))",0.0
641,641,"POLYGON ((385125.86896790686 6592085.416192899, 405125.86896790686 6592085.416192899, 405125.86896790686 6572085.416192899, 385125.86896790686 6572085.416192899, 385125.86896790686 6592085.416192899))",0.0
642,642,"POLYGON ((385125.86896790686 6572085.416192899, 405125.86896790686 6572085.416192899, 405125.86896790686 6552085.416192899, 385125.86896790686 6552085.416192899, 385125.86896790686 6572085.416192899))",0.0
643,643,"POLYGON ((385125.86896790686 6552085.416192899, 405125.86896790686 6552085.416192899, 405125.86896790686 6532085.416192899, 385125.86896790686 6532085.416192899, 385125.86896790686 6552085.416192899))",0.0
644,644,"POLYGON ((385125.86896790686 6532085.416192899, 405125.86896790686 6532085.416192899, 405125.86896790686 6512085.416192899, 385125.86896790686 6512085.416192899, 385125.86896790686 6532085.416192899))",0.0
645,645,"POLYGON ((385125.86896790686 6512085.416192899, 405125.86896790686 6512085.416192899, 405125.86896790686 6492085.416192899, 385125.86896790686 6492085.416192899, 385125.86896790686 6512085.416192899))",0.0
646,646,"POLYGON ((385125.86896790686 6492085.416192899, 405125.86896790686 6492085.416192899, 405125.86896790686 6472085.416192899, 385125.86896790686 6472085.416192899, 385125.86896790686 6492085.416192899))",0.0
647,647,"POLYGON ((385125.86896790686 6472085.416192899, 405125.86896790686 6472085.416192899, 405125.86896790686 6452085.416192899, 385125.86896790686 6452085.416192899, 385125.86896790686 6472085.416192899))",0.0
648,648,"POLYGON ((385125.86896790686 6452085.416192899, 405125.86896790686 6452085.416192899, 405125.86896790686 6432085.416192899, 385125.86896790686 6432085.416192899, 385125.86896790686 6452085.416192899))",0.0
649,649,"POLYGON ((385125.86896790686 6432085.416192899, 405125.86896790686 6432085.416192899, 405125.86896790686 6412085.416192899, 385125.86896790686 6412085.416192899, 385125.86896790686 6432085.416192899))",0.0
650,650,"POLYGON ((385125.86896790686 6412085.416192899, 405125.86896790686 6412085.416192899, 405125.86896790686 6392085.416192899, 385125.86896790686 6392085.416192899, 385125.86896790686 6412085.416192899))",0.0
651,651,"POLYGON ((385125.86896790686 6392085.416192899, 405125.86896790686 6392085.416192899, 405125.86896790686 6372085.416192899, 385125.86896790686 6372085.416192899, 385125.86896790686 6392085.416192899))",0.0
652,652,"POLYGON ((385125.86896790686 6372085.416192899, 405125.86896790686 6372085.416192899, 405125.86896790686 6352085.416192899, 385125.86896790686 6352085.416192899, 385125.86896790686 6372085.416192899))",0.0
653,653,"POLYGON ((385125.86896790686 6352085.416192899, 405125.86896790686 6352085.416192899, 405125.86896790686 6332085.416192899, 385125.86896790686 6332085.416192899, 385125.86896790686 6352085.416192899))",0.0
654,654,"POLYGON ((385125.86896790686 6332085.416192899, 405125.86896790686 6332085.416192899, 405125.86896790686 6312085.416192899, 385125.86896790686 6312085.416192899, 385125.86896790686 6332085.416192899))",0.0
655,655,"POLYGON ((385125.86896790686 6312085.416192899, 405125.86896790686 6312085.416192899, 405125.86896790686 6292085.416192899, 385125.86896790686 6292085.416192899, 385125.86896790686 6312085.416192899))",0.0
656,656,"POLYGON ((385125.86896790686 6292085.416192899, 405125.86896790686 6292085.416192899, 405125.86896790686 6272085.416192899, 385125.86896790686 6272085.416192899, 385125.86896790686 6292085.416192899))",0.0
657,657,"POLYGON ((385125.86896790686 6272085.416192899, 405125.86896790686 6272085.416192899, 405125.86896790686 6252085.416192899, 385125.86896790686 6252085.416192899, 385125.86896790686 6272085.416192899))",0.0
658,658,"POLYGON ((385125.86896790686 6252085.416192899, 405125.86896790686 6252085.416192899, 405125.86896790686 6232085.416192899, 385125.86896790686 6232085.416192899, 385125.86896790686 6252085.416192899))",0.0
659,659,"POLYGON ((385125.86896790686 6232085.416192899, 405125.86896790686 6232085.416192899, 405125.86896790686 6212085.416192899, 385125.86896790686 6212085.416192899, 385125.86896790686 6232085.416192899))",0.0
660,660,"POLYGON ((385125.86896790686 6212085.416192899, 405125.86896790686 6212085.416192899, 405125.86896790686 6192085.416192899, 385125.86896790686 6192085.416192899, 385125.86896790686 6212085.416192899))",0.0
661,661,"POLYGON ((385125.86896790686 6192085.416192899, 405125.86896790686 6192085.416192899, 405125.86896790686 6172085.416192899, 385125.86896790686 6172085.416192899, 385125.86896790686 6192085.416192899))",0.0
662,662,"POLYGON ((385125.86896790686 6172085.416192899, 405125.86896790686 6172085.416192899, 405125.86896790686 6152085.416192899, 385125.86896790686 6152085.416192899, 385125.86896790686 6172085.416192899))",0.0
663,663,"POLYGON ((385125.86896790686 6152085.416192899, 405125.86896790686 6152085.416192899, 405125.86896790686 6132085.416192899, 385125.86896790686 6132085.416192899, 385125.86896790686 6152085.416192899))",0.0
664,664,"POLYGON ((385125.86896790686 6132085.416192899, 405125.86896790686 6132085.416192899, 405125.86896790686 6112085.416192899, 385125.86896790686 6112085.416192899, 385125.86896790686 6132085.416192899))",0.0
665,665,"POLYGON ((385125.86896790686 6112085.416192899, 405125.86896790686 6112085.416192899, 405125.86896790686 6092085.416192899, 385125.86896790686 6092085.416192899, 385125.86896790686 6112085.416192899))",0.0
666,666,"POLYGON ((385125.86896790686 6092085.416192899, 405125.86896790686 6092085.416192899, 405125.86896790686 6072085.416192899, 385125.86896790686 6072085.416192899, 385125.86896790686 6092085.416192899))",1462177174456.7153
667,667,"POLYGON ((385125.86896790686 6072085.416192899, 405125.86896790686 6072085.416192899, 405125.86896790686 6052085.416192899, 385125.86896790686 6052085.416192899, 385125.86896790686 6072085.416192899))",0.0
668,668,"POLYGON ((385125.86896790686 6052085.416192899, 405125.86896790686 6052085.416192899, 405125.86896790686 6032085.416192899, 385125.86896790686 6032085.416192899, 385125.86896790686 6052085.416192899))",0.0
669,669,"POLYGON ((385125.86896790686 6032085.416192899, 405125.86896790686 6032085.416192899, 405125.86896790686 6012085.416192899, 385125.86896790686 6012085.416192899, 385125.86896790686 6032085.416192899))",0.0
670,670,"POLYGON ((385125.86896790686 6012085.416192899, 405125.86896790686 6012085.416192899, 405125.86896790686 5992085.416192899, 385125.86896790686 5992085.416192899, 385125.86896790686 6012085.416192899))",0.0
671,671,"POLYGON ((385125.86896790686 5992085.416192899, 405125.86896790686 5992085.416192899, 405125.86896790686 5972085.416192899, 385125.86896790686 5972085.416192899, 385125.86896790686 5992085.416192899))",0.0
672,672,"POLYGON ((385125.86896790686 5972085.416192899, 405125.86896790686 5972085.416192899, 405125.86896790686 5952085.416192899, 385125.86896790686 5952085.416192899, 385125.86896790686 5972085.416192899))",0.0
673,673,"POLYGON ((385125.86896790686 5952085.416192899, 405125.86896790686 5952085.416192899, 405125.86896790686 5932085.416192899, 385125.86896790686 5932085.416192899, 385125.86896790686 5952085.416192899))",0.0
674,674,"POLYGON ((385125.86896790686 5932085.416192899, 405125.86896790686 5932085.416192899, 405125.86896790686 5912085.416192899, 385125.86896790686 5912085.416192899, 385125.86896790686 5932085.416192899))",0.0
675,675,"POLYGON ((385125.86896790686 5912085.416192899, 405125.86896790686 5912085.416192899, 405125.86896790686 5892085.416192899, 385125.86896790686 5892085.416192899, 385125.86896790686 5912085.416192899))",0.0
676,676,"POLYGON ((385125.86896790686 5892085.416192899, 405125.86896790686 5892085.416192899, 405125.86896790686 5872085.416192899, 385125.86896790686 5872085.416192899, 385125.86896790686 5892085.416192899))",0.0
677,677,"POLYGON ((385125.86896790686 5872085.416192899, 405125.86896790686 5872085.416192899, 405125.86896790686 5852085.416192899, 385125.86896790686 5852085.416192899, 385125.86896790686 5872085.416192899))",0.0
678,678,"POLYGON ((385125.86896790686 5852085.416192899, 405125.86896790686 5852085.416192899, 405125.86896790686 5832085.416192899, 385125.86896790686 5832085.416192899, 385125.86896790686 5852085.416192899))",0.0
679,679,"POLYGON ((385125.86896790686 5832085.416192899, 405125.86896790686 5832085.416192899, 405125.86896790686 5812085.416192899, 385125.86896790686 5812085.416192899, 385125.86896790686 5832085.416192899))",0.0
680,680,"POLYGON ((405125.86896790686 6612085.416192899, 425125.86896790686 6612085.416192899, 425125.86896790686 6592085.416192899, 405125.86896790686 6592085.416192899, 405125.86896790686 6612085.416192899))",0.0
681,681,"POLYGON ((405125.86896790686 6592085.416192899, 425125.86896790686 6592085.416192899, 425125.86896790686 6572085.416192899, 405125.86896790686 6572085.416192899, 405125.86896790686 6592085.416192899))",0.0
682,682,"POLYGON ((405125.86896790686 6572085.416192899, 425125.86896790686 6572085.416192899, 425125.86896790686 6552085.416192899, 405125.86896790686 6552085.416192899, 405125.86896790686 6572085.416192899))",0.0
683,683,"POLYGON ((405125.86896790686 6552085.416192899, 425125.86896790686 6552085.416192899, 425125.86896790686 6532085.416192899, 405125.86896790686 6532085.416192899, 405125.86896790686 6552085.416192899))",0.0
684,684,"POLYGON ((405125.86896790686 6532085.416192899, 425125.86896790686 6532085.416192899, 425125.86896790686 6512085.416192899, 405125.86896790686 6512085.416192899, 405125.86896790686 6532085.416192899))",0.0
685,685,"POLYGON ((405125.86896790686 6512085.416192899, 425125.86896790686 6512085.416192899, 425125.86896790686 6492085.416192899, 405125.86896790686 6492085.416192899, 405125.86896790686 6512085.416192899))",0.0
686,686,"POLYGON ((405125.86896790686 6492085.416192899, 425125.86896790686 6492085.416192899, 425125.86896790686 6472085.416192899, 405125.86896790686 6472085.416192899, 405125.86896790686 6492085.416192899))",0.0
687,687,"POLYGON ((405125.86896790686 6472085.416192899, 425125.86896790686 6472085.416192899, 425125.86896790686 6452085.416192899, 405125.86896790686 6452085.416192899, 405125.86896790686 6472085.416192899))",0.0
688,688,"POLYGON ((405125.86896790686 6452085.416192899, 425125.86896790686 6452085.416192899, 425125.86896790686 6432085.416192899, 405125.86896790686 6432085.416192899, 405125.86896790686 6452085.416192899))",0.0
689,689,"POLYGON ((405125.86896790686 6432085.416192899, 425125.86896790686 6432085.416192899, 425125.86896790686 6412085.416192899, 405125.86896790686 6412085.416192899, 405125.86896790686 6432085.416192899))",0.0
690,690,"POLYGON ((405125.86896790686 6412085.416192899, 425125.86896790686 6412085.416192899, 425125.86896790686 6392085.416192899, 405125.86896790686 6392085.416192899, 405125.86896790686 6412085.416192899))",0.0
691,691,"POLYGON ((405125.86896790686 6392085.416192899, 425125.86896790686 6392085.416192899, 425125.86896790686 6372085.416192899, 405125.86896790686 6372085.416192899, 405125.86896790686 6392085.416192899))",0.0
692,692,"POLYGON ((405125.86896790686 6372085.416192899, 425125.86896790686 6372085.416192899, 425125.86896790686 6352085.416192899, 405125.86896790686 6352085.416192899, 405125.86896790686 6372085.416192899))",0.0
693,693,"POLYGON ((405125.86896790686 6352085.416192899, 425125.86896790686 6352085.416192899, 425125.86896790686 6332085.416192899, 405125.86896790686 6332085.416192899, 405125.86896790686 6352085.416192899))",0.0
694,694,"POLYGON ((405125.86896790686 6332085.416192899, 425125.86896790686 6332085.416192899, 425125.86896790686 6312085.416192899, 405125.86896790686 6312085.416192899, 405125.86896790686 6332085.416192899))",0.0
695,695,"POLYGON ((405125.86896790686 6312085.416192899, 425125.86896790686 6312085.416192899, 425125.86896790686 6292085.416192899, 405125.86896790686 6292085.416192899, 405125.86896790686 6312085.416192899))",0.0
696,696,"POLYGON ((405125.86896790686 6292085.416192899, 425125.86896790686 6292085.416192899, 425125.86896790686 6272085.416192899, 405125.86896790686 6272085.416192899, 405125.86896790686 6292085.416192899))",0.0
697,697,"POLYGON ((405125.86896790686 6272085.416192899, 425125.86896790686 6272085.416192899, 425125.86896790686 6252085.416192899, 405125.86896790686 6252085.416192899, 405125.86896790686 6272085.416192899))",0.0
698,698,"POLYGON ((405125.86896790686 6252085.416192899, 425125.86896790686 6252085.416192899, 425125.86896790686 6232085.416192899, 405125.86896790686 6232085.416192899, 405125.86896790686 6252085.416192899))",0.0
699,699,"POLYGON ((405125.86896790686 6232085.416192899, 425125.86896790686 6232085.416192899, 425125.86896790686 6212085.416192899, 405125.86896790686 6212085.416192899, 405125.86896790686 6232085.416192899))",0.0
700,700,"POLYGON ((405125.86896790686 6212085.416192899, 425125.86896790686 6212085.416192899, 425125.86896790686 6192085.416192899, 405125.86896790686 6192085.416192899, 405125.86896790686 6212085.416192899))",0.0
701,701,"POLYGON ((405125.86896790686 6192085.416192899, 425125.86896790686 6192085.416192899, 425125.86896790686 6172085.416192899, 405125.86896790686 6172085.416192899, 405125.86896790686 6192085.416192899))",0.0
702,702,"POLYGON ((405125.86896790686 6172085.416192899, 425125.86896790686 6172085.416192899, 425125.86896790686 6152085.416192899, 405125.86896790686 6152085.416192899, 405125.86896790686 6172085.416192899))",0.0
703,703,"POLYGON ((405125.86896790686 6152085.416192899, 425125.86896790686 6152085.416192899, 425125.86896790686 6132085.416192899, 405125.86896790686 6132085.416192899, 405125.86896790686 6152085.416192899))",0.0
